1. What are the categories of financial schemes available?,"Here is the list of schemes available 
1)Educational Schemes
2)Pension-related Schemes
3)Agricultural Schemes
",
2. Get me a list of the domains of financial schemes.,"Here is the list of schemes available 
1)Educational Schemes
2)Pension-related Schemes
3)Agricultural Schemes
",
3. Tell me about the types of financial schemes.,"Here is the list of schemes available 
1)Educational Schemes
2)Pension-related Schemes
3)Agricultural Schemes
",
What are the categories of Educational schemes available?,"1. Post Graduate Indira Gandhi Scholarship For Single Girl Child : 
A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college, and happen to be the only girl child in the family. 2. Dr. Ambedakar Centrally Sponsored Scheme of Post-Matric Scholarships for the Economically Backward Class (EBC) Students :
The objective of the scheme is to provide financial assistance to the Economically Backward Class (EBC) students studying at the post-matriculation or post-secondary stage to enable them to complete their education.
3. AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Diploma) :
 Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education.
4. Central Sector Scheme Of Scholarship For College And University Students : 
A scholarship scheme by the Department of Higher Education, Ministry of Education to provide financial assistance to meritorious students from poor families to meet a part of their day-to-day expenses while pursuing higher studies. 
5. National Means-Cum-Merit Scholarship Scheme:
A scholarship scheme by the Department of School Education & Literacy, Ministry of Education wherein 1,00,000 scholarships is offered to the gifted or meritorious students whose parental income is not more than ₹3,50,000/- per annum from all sources at the time of selection of awardees for a scholarship. 
",
Tell me about the types of Educational schemes.,"1. Post Graduate Indira Gandhi Scholarship For Single Girl Child : 
A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college, and happen to be the only girl child in the family. 2. Dr. Ambedakar Centrally Sponsored Scheme of Post-Matric Scholarships for the Economically Backward Class (EBC) Students :
The objective of the scheme is to provide financial assistance to the Economically Backward Class (EBC) students studying at the post-matriculation or post-secondary stage to enable them to complete their education.
3. AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Diploma) :
 Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education.
4. Central Sector Scheme Of Scholarship For College And University Students : 
A scholarship scheme by the Department of Higher Education, Ministry of Education to provide financial assistance to meritorious students from poor families to meet a part of their day-to-day expenses while pursuing higher studies. 
5. National Means-Cum-Merit Scholarship Scheme:
A scholarship scheme by the Department of School Education & Literacy, Ministry of Education wherein 1,00,000 scholarships is offered to the gifted or meritorious students whose parental income is not more than ₹3,50,000/- per annum from all sources at the time of selection of awardees for a scholarship. 
",
What are the categories of Agricultural schemes available?,"1)Farmers Training Institute Scheme: The objective of the scheme is to provide training to farmers at the village level on updated and innovative agriculture technology. The Training Institute facilitates exposure visits for farmers to agriculturally advanced states. 

2)Rs 5 Lakh Insurance Cover To Farmers:
                                        The objective to provide all farmers aged 18 to 60 with Rs 5 lakh insurance coverage starting from 15 August 2018, with the government paying the premiums on behalf of around 50 lakh farmers. The scheme, managed by LIC, ensures that the farmer's family receives Rs 5 lakh within 10 days of the farmer's death, regardless of the cause.
3)Crop Cluster Development Programme:
                                        The Crop Cluster Development Programme (CCDP) in Baagwani Villages is a comprehensive scheme focused on the development of backward and forward integration in horticulture farming.

4)Rajiv Gandhi Kisan Nyay Yojana:
                                The main objective of this scheme is to increase the agricultural area by encouraging the farmers for crop production.
5)AGR 3 (Farm Mechanization) Scheme For ST Farmers:
                                                        The main objective of the scheme is to maximize farmers' attempts to buy and use Plant protection equipment, Tarpaulin, Field Demonstration, Micronutrients, Water carrying pipelines, Agriculture fair, Organic Fertilizer, Pump set, the premium for Farmers 100% Water Soluble Fertilizers, Pesticides, accidental insurance scheme, etc.1)Farmers Training Institute Scheme:",
Tell me about the types of Agricultural schemes.,"1)Farmers Training Institute Scheme: The objective of the scheme is to provide training to farmers at the village level on updated and innovative agriculture technology. The Training Institute facilitates exposure visits for farmers to agriculturally advanced states. 

2)Rs 5 Lakh Insurance Cover To Farmers:
                                        The objective to provide all farmers aged 18 to 60 with Rs 5 lakh insurance coverage starting from 15 August 2018, with the government paying the premiums on behalf of around 50 lakh farmers. The scheme, managed by LIC, ensures that the farmer's family receives Rs 5 lakh within 10 days of the farmer's death, regardless of the cause.
3)Crop Cluster Development Programme:
                                        The Crop Cluster Development Programme (CCDP) in Baagwani Villages is a comprehensive scheme focused on the development of backward and forward integration in horticulture farming.

4)Rajiv Gandhi Kisan Nyay Yojana:
                                The main objective of this scheme is to increase the agricultural area by encouraging the farmers for crop production.
5)AGR 3 (Farm Mechanization) Scheme For ST Farmers:
                                                        The main objective of the scheme is to maximize farmers' attempts to buy and use Plant protection equipment, Tarpaulin, Field Demonstration, Micronutrients, Water carrying pipelines, Agriculture fair, Organic Fertilizer, Pump set, the premium for Farmers 100% Water Soluble Fertilizers, Pesticides, accidental insurance scheme, etc.1)Farmers Training Institute Scheme:",
What are the categories of Pension-related schemes available?,"1)Employees' Provident Fund (EPF):
The EPF scheme is designed to provide financial security and stability to employees post-retirement. Both the employee and employer contribute to the fund, which accumulates over the employee's working life. This scheme ensures a steady income stream after retirement.
2)National Pension System (NPS): The NPS aims to provide a sustainable retirement income to all Indian citizens. It encourages individuals to invest in a pension account during their working life, with the accumulated savings being paid out as a pension after retirement.
3)Atal Pension Yojana (APY): The APY is focused on providing a guaranteed pension to the unorganized sector workers. It ensures that individuals from low-income groups have a steady income after the age of 60.
4)Pradhan Mantri Vaya Vandana Yojana (PMVVY): The PMVVY aims to provide social security to senior citizens by offering a guaranteed pension at a specified rate of return for 10 years. It ensures that senior citizens have a stable income.
5)Public Provident Fund (PPF): The PPF scheme aims to provide a long-term savings option for individuals, combining tax savings with an attractive rate of interest. It is a risk-free investment option for securing retirement savings.
",
Tell me about the types of Pension-related schemes.,"1)Employees' Provident Fund (EPF):
The EPF scheme is designed to provide financial security and stability to employees post-retirement. Both the employee and employer contribute to the fund, which accumulates over the employee's working life. This scheme ensures a steady income stream after retirement.
2)National Pension System (NPS): The NPS aims to provide a sustainable retirement income to all Indian citizens. It encourages individuals to invest in a pension account during their working life, with the accumulated savings being paid out as a pension after retirement.
3)Atal Pension Yojana (APY): The APY is focused on providing a guaranteed pension to the unorganized sector workers. It ensures that individuals from low-income groups have a steady income after the age of 60.
4)Pradhan Mantri Vaya Vandana Yojana (PMVVY): The PMVVY aims to provide social security to senior citizens by offering a guaranteed pension at a specified rate of return for 10 years. It ensures that senior citizens have a stable income.
5)Public Provident Fund (PPF): The PPF scheme aims to provide a long-term savings option for individuals, combining tax savings with an attractive rate of interest. It is a risk-free investment option for securing retirement savings.
",
Tell me about the Post Graduate Indira Gandhi Scholarship For Single Girl Child scheme,,"Post Graduate Indira Gandhi Scholarship For Single Girl Child :

A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college, and happen to be the only girl child in the family.

he amount of fellowship is ₹ 36,200/- p.a. for the full duration of a PG course. The scheme has been introduced with an aim to compensate direct costs of girl education at all levels, especially for such girls who happen to be the only girl child in their families. 


The objectives of the proposed scheme are:
a) To support the postgraduate education of single girl children in postgraduate courses only.
b) To recognize the value of observance of the small family norms. 


The candidates are required to apply online on National Scholarship Portal after initiation of the application process and notice to be published on the UGC website. 3,000 fresh scholarships will be awarded every year and will be paid on DBT mode on annual basis.

ELIGIBILITY : 

1. The applicant must be a citizen of India.
2. The applicant must be the only girl child in the family.
3. Girl students without having any brothers or the girl student who are twin daughters/ fraternal daughters may also apply
4. The age of the applicant should not be more than 30 years at the time of admission in the first year of PG
course.
5. The applicant must have taken admission to regular, full-time first-year Master's Degree courses in any designated university or a post-graduate college. 
6. The candidate should be pursuing a non-professional course and be taking regular classes from a recognized institution.
7. The applicant must not be [ursuing education through Distance education mode."
Tell me about the Dr. Ambedakar Centrally Sponsored Scheme of Post-Matric Scholarships for the Economically Backward Class (EBC) Students,,"Dr. Ambedakar Centrally Sponsored Scheme of Post-Matric Scholarships for the Economically Backward Class (EBC) Students:         
The objective of the scheme is to provide financial assistance to the Economically Backward Class (EBC) students studying at the post-matriculation or post-secondary stage to enable them to complete their education.

""Dr. Ambedakar Centrally Sponsored Scheme of Post-Matric Scholarships for the Economically Backward Class (EBC) Students"" is a Scholarship Scheme by the Department of Social Justice and Empowerment, Ministry of Social Justice and Empowerment. The objective of the scheme is to provide financial assistance to the Economically Backward Class (EBC) students studying at the post-matriculation or post-secondary stage to enable them to complete their education. These scholarships shall be available for studies in India only and will be awarded by the Government of State/Union Territory to which the applicant actually belongs, i.e. permanently settled.

The scholarships will be open to Indian nationals belonging to the General Category (Other than Schedule Caste, Schedule Tribe and Other Backward Classes).These scholarships will be given for the study of all recognized post-matriculation or post-secondary courses pursued in Government institutions.Students pursuing Post-graduate courses in medicine will be eligible if they are not allowed to practice during the period of their course.Students who after failing or passing the undergraduate/Post-Graduate examinations in Arts/Science/Commerce join any recognized professional or Technical certificate/diploma/degree courses will be awarded scholarships if otherwise eligible. No subsequent failure will be condoned except for courses in Group 'A' and no further change in the course will be allowed.Students who pursue their studies through correspondence courses will be eligible towards reimbursement of a non-refundable fee. The term correspondence includes distant and continuing education. Besides reimbursement of non-refundable fees, such students will also be eligible for an annual allowance of Rs. 900/- for essential/prescribed books, as applicable.Only two boys of the same parents/guardians will be entitled to receive scholarships. This restriction will, however, not apply to girls. Accordingly, scholarships availed by girls of the same parents/guardian will not adversely affect the admissibility of availing scholarships upto two boys of the same parents/guardian.A scholarship holder under this Scheme will not hold any other scholarship/stipend. If awarded any other scholarship/stipend, the student can exercise his/her option for either of the two scholarships/stipends, whichever is more beneficial to him/her and should inform the awarding authority through the Head of the Institution about the option made. No scholarship will be paid to the students under this Scheme from the date he/she accepts any other scholarships/stipend. The student can, however, accept free lodging or a grant or ad-hoc monetary help from the State Government or any other source for the purchase of books, and equipment or for meeting the expenses on board and lodging, in addition to the scholarship amount paid under this Scheme.."
Tell me about the AICTE – Saksham Scholarship Scheme For Specially-Abled Student,,"AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Diploma) : Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education.

This is an attempt to give every young student, who is otherwise specially abled, the opportunity to study further and prepare for a successful future through technical education/ knowledge. ₹50,000/- per annum for every year of study i.e. maximum 3 years for the first year admitted students and maximum 2 years for the second year admitted students through lateral entry as lump sum amount towards payment of college fee, purchase of computer, stationeries, books, equipment, software, etc. The candidate should be admitted to the First year of the Diploma level course OR the Second year of the Diploma level course through lateral entry in any of the AICTE-approved institutions of the respective year. Family income from all sources should not be more than Rs. 8 lakh per annum during the current financial year.

Benefits : 
₹50,000/- per annum for every year of study i.e. maximum 3 years for the first year admitted students and maximum 2 years for the second year admitted students through lateral entry as lump sum amount towards payment of college fee, purchase of computer, stationeries, books, equipment, software, etc.
After selection, the awardee will be paid a scholarship through DBT mode on annual basis.
The scholarship will be renewed for the next year of study on receipt of renewal through National Scholarship Portal by submitting a passing certificate/ mark sheet along with a letter from the Head of the Institution on the online portal
Eligibility: 
The candidate should be admitted to the First year of the Diploma level course OR the Second year of the Diploma level course through lateral entry in any of the AICTE-approved institutions of the respective year.
Specially-abled students have a disability of not less than 40%.
Family income from all sources should not be more than Rs. 8 lakh per annum during the current financial year. A valid income certificate issued by State /UT Government needs to be enclosed.
"
Tell me about the Central Sector Scheme Of Scholarship For College And University Students,,"Central Sector Scheme Of Scholarship For College And University Students : 
A scholarship scheme by the Department of Higher Education, Ministry of Education to provide financial assistance to meritorious students from poor families to meet a part of their day-to-day expenses while pursuing higher studies. 

The scholarships are awarded on the basis of the results of the Higher Secondary / Class 12th Board Examination. A maximum of 82,000 fresh scholarships per annum are provided for pursuing graduate / postgraduate degrees in colleges and universities and for professional courses, such as Medical, Engineering, etc. Students who are above the 80th percentile of successful candidates in the relevant stream from the respective Board of Examination in Class 12th of 10+2 pattern or equivalent, and are pursuing regular degree courses at colleges/institutions recognized by AICTE and respective Regulatory Bodies concerned, are eligible for this scheme.
The rate of scholarship is ₹12,000/-per annum at the Graduation level for the first three years of College and University courses and ₹ 20,000 per annum at the PostGraduation level. Students pursuing professional courses, in case, where the duration of the course is five (5) years/Integrated course will get ₹20,000/-per annum in the 4th and 5th year. However, students pursuing technical courses such as B.Tech, B.Engg. will get scholarship up to graduation level only i.e. ₹12,000 p.a. for 1st, 2nd, and 3rd year and ₹20,000 in the 4th year.


Benefits :
Rate of Scholarship:
₹12,000/-per annum at the Graduation level for the first three years of College and University courses.₹ 20,000 per annum at the PostGraduation level. Students pursuing professional courses, in case, where the duration of the course is five (5) years/Integrated course will get ₹20,000/-per annum in the 4th and 5th year. Students pursuing technical courses such as B.Tech, B.Engg. will get scholarship up to graduation level only i.e. ₹12,000 p.a. for 1st, 2nd, and 3rd year and ₹20,000 in the 4th year.


Eligibility
The applicant must be above the 80th percentile of successful candidates in the relevant stream from the respective Board of Examination in Class 12th of 10+2 pattern or equivalent.
The applicant must be pursuing regular degree courses and not correspondence or distance mode or pursuing Diploma courses.
The applicant must be pursuing courses at colleges/institutions recognized by the All India Council for Technical Education and respective Regulatory Bodies concerned.
The applicant must not be the availing benefit of any other scholarship schemes including State-run scholarship schemes/ fee waivers & reimbursement schemes.
The gross parental/family income of the applicant should not exceed ₹4,50,000 per annum.
For renewal of scholarship in each year of study, besides getting at least 50% marks in the Annual Examination, maintenance of adequate attendance of at least 75%, will also be the criteria. "
Tell me about the National Means-Cum-Merit Scholarship Scheme,,"National Means-Cum-Merit Scholarship Scheme:

A scholarship scheme by the Department of School Education & Literacy, Ministry of Education wherein 1,00,000 scholarships is offered to the gifted or meritorious students whose parental income is not more than ₹3,50,000/- per annum from all sources at the time of selection of awardees for a scholarship. 

Each State /UT has a fixed quota of scholarships for the concerned age group of class 7th and 8th. The scheme will provide reservations to different categories of students as per the State/UT norms; as different States/UTs have their own norms of reservation. The scholarship is being implemented since 2008 with an objective to award scholarships to meritorious students of economically weaker sections to arrest their drop out at class 8th and encourage them to continue their studies at the secondary stage. The scheme has been approved for continuation for another 5 years during the period of the 15th Finance Commission cycle from 2021-22 to 2025-26.

Benefits
Under this scheme, 1,00,000 fresh scholarships @ Rs. 12,000/- per annum (₹1,000 per month) are awarded to meritorious students every year at the Class IX level, which can be continued up to Class 12th.
The sanction of funds will be done from the Annual Budget Provision for releasing them to SBI, the implementing bank for the scheme for disbursal of scholarships, to students directly into their bank accounts by electronic transfer through Direct Benefit Transfer (DBT).
The awardees will be required to open bank accounts preferably in SBI, any public sector bank, or any scheduled bank which has a core banking facility.

Eligibility
For Fresh Applications:
The parental income of the applicant (from all sources) should be ₹3,50,000 per annum.
The applicant must be studying as a regular student and entering class  9th in a government, Government-aided, local body school.
A separate examination shall be conducted by the State Governments/UT Administrations for the selection of students for the award of the National Means-cum-Merit Scholarships in the States/UTs. The students shall have a minimum of 55 % marks or equivalent grade in Class 7th examination for appearing in selection test conducted during class 8th for the award of scholarship (relaxable by 5% for SC/ST students)."
Tell me about the Farmers Training Institute Scheme,,"Farmers Training Institute Scheme:
                                        The objective of the scheme is to provide training to farmers at the village level on updated and innovative agriculture technology. The Training Institute facilitates exposure visits for farmers to agriculturally advanced states. 

Details
The “Farmers Training Institute Scheme” is a State Plan Scheme, which is implemented by the Department of Agriculture & Farmers’ Welfare, Government of Meghalaya. The objective of the scheme is to provide training to farmers at the village level on updated and innovative agriculture technology. The Training Institute facilitates exposure visits for farmers to agriculturally advanced states. The Scheme also facilitates exposure visits for farmers within and outside the State.
 
BENEFITS : 
        Farmers are imparted specialised training at the center including in the farmers' field.
Exposure programmes and field tours are also conducted for farmers' groups.Assist in Training and capacity building and sponsoring Progressive/Award winning farmers for Exposure trips within/outside the State.

ELGIBILITY:
        The applicant should be a resident of Meghalaya.
The applicant should be a bonafide farmer engaged in agriculture.
"
Tell me about the Rs 5 Lakh Insurance Cover To Farmers,,"The objective to provide all farmers aged 18 to 60 with Rs 5 lakh insurance coverage starting from 15 August 2018, with the government paying the premiums on behalf of around 50 lakh farmers. The scheme, managed by LIC, ensures that the farmer's family receives Rs 5 lakh within 10 days of the farmer's death, regardless of the cause.

DETAILS:
        All the farmers in Telangana, who are aged between 18 and 60years, will get 5 lakh insurance coverage from 15 August 2018.The state government will pay the premium on behalf of around 50 lakh farmers and the LIC will pay the insurance amount in case of death of any farmer. This is the first time in the country that farmers are getting Rs 5 lakh insurance coverage in Telangana.
The government will pay premium of nearly Rs 500 crore per year to Life Insurance Corporation of India on behalf of farmers. In case of the death of a farmer due to any reason, the family will get Rs 5 lakh compensation under the scheme.
The farmers need not pay a single rupee as premium for getting the insurance coverage. The state government will pay the premium on their behalf, Irrespective of the cause of death, if a farmer dies, his nominee will get 5 lakh within 10 days of the death. It is not an accidental insurance alone but will cover natural death too.

BENIFITS
        All the farmers in Telangana, who are aged between 18 and 60years, will get 5 lakh insurance coverage from 15 August 2018

ELGIBILITY:
         All the farmers in Telangana, who are aged between 18 and 60years

"
Tell me about the Crop Cluster Development Programme,,"The Crop Cluster Development Programme (CCDP) in Baagwani Villages is a comprehensive scheme focused on the development of backward and forward integration in horticulture farming.



DETAILS:

The Crop Cluster Development Programme (CCDP) in Baagwani Villages is a comprehensive scheme focused on the development of backward and forward integration in horticulture farming. The program aims to enhance farmer socio-economic security, achieve nutritional security, establish transparent institutional delivery mechanisms, generate rural employment, increase horticultural crop area and productivity, and develop organized marketing of horticultural products. It addresses the challenges faced by small farmers in selling to modern markets, such as supermarkets and large retailers, by promoting the collectivization of produce through farmer groups and educating them about modern technologies.
The CCDP emphasizes the need for a coordinated supply chain, including aggregation of produce, market linkages, access to quality inputs and agro-services, and post-harvest management infrastructure. By facilitating access to fair and remunerative markets and ensuring adherence to global standards, the program aims to achieve the goals of quality, quantity, and seamless delivery.


BENEFITS

Improved access to inputs and services for farmers
Increased farmers' income and socio-economic security
Promotion of sustainable agriculture-based livelihoods
Enhancement of market linkages and organized marketing of horticultural products
Reduction of post-harvest losses
Creation of employment opportunities in rural areas
Increase in horticultural crop area, productivity, and production

ELGIBILITY:

Only Farmer Producer Organizations (FPOs) registered under the Companies Act in Haryana are eligible to submit project proposals and avail assistance under the scheme.
FPOs must have a minimum of 150 shareholders with a financial strength of at least Rs. 10.00 lakh in their bank account.
The FPOs should have an area of at least 500 acres under horticulture crops, although this requirement may be flexible based on the project's viability.
FPOs must have a business plan with backward and forward linkages of their produce.
Disputed FPOs or those not meeting the eligibility criteria mentioned above will not be considered eligible.
"
Tell me about the Rajiv Gandhi Kisan Nyay Yojana,,"Rajiv Gandhi Kisan Nyay Yojana:
                                The main objective of this scheme is to increase the agricultural area by encouraging the farmers for crop production.

Details
The main objective of this scheme is to increase the agricultural area by encouraging the farmers for crop production.
Under this scheme, financial benefits will be transferred to the farmers. This amount will be transferred to the accounts of the farmers in 4 instalments. This scheme started during the Corona period has provided great relief to the farmers. In the initial year of the scheme, only paddy, maize and sugarcane crops were included but after that, few more types of following crops have been included in it.
Kodo Kutki.
Sugarcane.
Arhar.
Maize.
Soybean.
Pulses.
Oilseeds.
Fragrant paddy.
Other fortified rice.
Banana.
Papaya.
Benefits
Maximum amount of 10000/- per acre will be paid to the farmers planting paddy and maize through debit in installments.
The fixed FRP amount for sugarcane crop will be paid through DBT to farmers at the rate of Rs. 93.75 /- quintal i.e. maximum amount of 355 /- per quintal.
Eligibility
The applicant must be a resident of Chhattisgarh state.
The applicant should be a marginal farmer, small farmer or large farmer.
The age of the applicant should be above 18 years.
Farmers of all categories of landowners and forest lease holders are eligible to get the benefits of the scheme.
"
Tell me about the AGR 3 (Farm Mechanization) Scheme For ST Farmers,,"AGR 3 (Farm Mechanization) Scheme For ST Farmers:
                                                        The main objective of the scheme is to maximize farmers' attempts to buy and use Plant protection equipment, Tarpaulin, Field Demonstration, Micronutrients, Water carrying pipelines, Agriculture fair, Organic Fertilizer, Pump set, the premium for Farmers 100% Water Soluble Fertilizers, Pesticides, accidental insurance scheme, etc.

Details
          The main objective of the scheme is to maximize farmers' attempts to buy and use Plant protection equipment, Tarpaulin, Field Demonstration, Micronutrients, Water carrying pipelines, Agriculture fair, Organic Fertilizer, Pump set, the premium for Farmers 100% Water Soluble Fertilizers, Pesticides, accidental insurance scheme, etc. for increase the crop production according to scientific recommendations so they can get higher production of the agricultural crops and improve their livelihood. Thus scheme is 100% sponsored by the state government.
Benefits
The beneficiary will get financial assistance for the purchase of agricultural equipment/components such as Plant protection equipment, Tarpaulin, Field Demonstration, Micronutrients, Water carrying pipeline, Agriculture fair, Organic Fertilizer, Pump set, the premium for Farmers 100% Water Soluble Fertilizers, Pesticides, accidental insurance scheme, etc.
Under the scheme, seeds of more production varieties/Hybrids varieties and fertilizer, etc. will be distributed at a subsidized rate to Adivasi farmers in Tribal Areas (TASP).
Eligibility
The beneficiary should be a permanent resident of Gujarat State.
Any farmer of Gujarat State who belongs to the Scheduled Tribe category (in 208 talukas where the SMAM scheme is not implemented) is eligible under this scheme.
In the areas of Talukas (Blocks) and Districts which are benefited/added under the Agriculture Support Program in Tribal Area Sub Plan & Dispersed Tribes (TASP) can get the benefit of this Scheme.
The beneficiary farmer must purchase the agricultural equipment from the authorized manufacturer of the included manufacturer in the panels prepared for the purpose of periodic disclosed prize discovery by the Agriculture office/department.
"
Tell me about the Employees' Provident Fund (EPF),,"Details: 
The EPF is a retirement savings scheme managed by the Employees' Provident Fund Organization (EPFO). Under this scheme, both the employee and the employer contribute 12% of the employee's basic salary and dearness allowance towards the fund every month. The accumulated amount, along with interest, is available to the employee upon retirement or under specific conditions such as medical emergencies, housing, or higher education.
Benefits:
Financial Security: Provides a lump sum amount upon retirement.
Tax Benefits: Contributions are tax-deductible under Section 80C, and interest earned is tax-free.
Partial Withdrawals: Allowed for specific needs like medical treatment, house construction, or education.
Pension: Employees also get pension benefits through the Employees' Pension Scheme (EPS).
Eligibility: Mandatory for employees earning up to ₹15,000 per month in establishments with 20 or more employees. Employees earning above this threshold can also voluntarily opt-in. The scheme continues even if the employee changes jobs, as the EPF account can be transferred.
"
Tell me about the National Pension System (NPS),,"Details: 
The NPS is a government-sponsored pension scheme open to all Indian citizens. It encourages individuals to invest in a pension account during their working life. Upon retirement, a portion of the accumulated corpus is paid out as a lump sum, and the remaining is used to purchase an annuity for regular pension payments.
Benefits:
Flexibility: Subscribers can choose their own investment options and fund managers.
Tax Benefits: Contributions up to ₹1.5 lakh are eligible for tax deductions under Section 80C, with an additional ₹50,000 under Section 80CCD(1B).
Portability: The account can be transferred across jobs and locations.
Retirement Corpus: Provides a substantial corpus on retirement due to market-linked returns.
Eligibility:
 Open to all Indian citizens aged 18-70. The scheme is voluntary and can be subscribed to by individuals from both the organized and unorganized sectors.
"
Tell me about the Atal Pension Yojana (APY),,"Details: 
The APY is a government-backed pension scheme aimed at the unorganized sector workers. It provides a guaranteed minimum monthly pension to subscribers after the age of 60, based on their contributions.
Benefits:
Guaranteed Pension: Offers a fixed monthly pension of ₹1,000 to ₹5,000, depending on the contributions.
Government Co-contribution: Eligible subscribers receive a co-contribution from the government.
Security: Ensures a steady income post-retirement for workers in the unorganized sector.
Eligibility: 
Open to all Indian citizens aged 18-40 who have a savings bank account. The subscriber should not be part of any other statutory social security schemes.
"
Tell me about the Pradhan Mantri Vaya Vandana Yojana (PMVVY),,"Details: 
The PMVVY is a pension scheme specifically for senior citizens, managed by the Life Insurance Corporation of India (LIC). It provides a guaranteed pension at a specified rate of return for a tenure of 10 years.
Benefits:
Guaranteed Returns: Provides a fixed annual return of 7.4% (current rate).
Flexible Pension Payment: Pension can be received monthly, quarterly, half-yearly, or annually.
Security: Offers financial security to senior citizens with assured income for 10 years.
Loan Facility: Loans up to 75% of the purchase price are available after three policy years.
Eligibility: 
Open to Indian citizens aged 60 years and above. There is no maximum entry age limit.
"
Tell me about the Public Provident Fund (PPF),,"Details:
 The PPF is a long-term savings scheme aimed at providing financial security during retirement. It offers attractive interest rates and tax benefits, making it a popular investment option.
Benefits:
Tax Benefits: Contributions are eligible for tax deductions under Section 80C, and the interest earned is tax-free.
Safe Investment: It is a risk-free investment option backed by the government.
Long-term Savings: The scheme has a 15-year tenure, which can be extended in blocks of 5 years.
Partial Withdrawals: Allowed after the completion of 5 years for specific purposes like education or medical treatment.
Eligibility: 
Open to all Indian residents. There is no age limit for opening a PPF account. A minimum of ₹500 must be deposited each year, with a maximum of ₹1.5 lakh per year.
"